P_ID,true_label,acc_pred,acc_reason,ppg_pred,ppg_reason,light_pred,light_reason,stat_fusion,semantic_fusion,semantic_reason,hybrid_fusion
PA03,0,0,The low variability and minimal movement in the high-frequency power fractions suggest the wearer was not engaged in active social interaction.,0,The high signal quality and relatively low heart rate variability metrics suggest the wearer was likely not engaged in a social interaction.,1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,0,1,"While the accelerometer and PPG agents indicate low activity and minimal movement, the light agent's detection of frequent light changes is indicative of dynamic lighting conditions often found in social interactions, suggesting a synthesis that the social interaction likely occurred despite the other sensors' indications.",1
PA03,0,0,The low variability and minimal movement in the high-frequency power fractions suggest the wearer was not engaged in active social interaction.,1,"The increased heart rate variability (pNN50 and pNN20) suggests an increase in parasympathetic activity, which is often observed during social interactions.",0,The consistent light levels with minimal changes suggest a stable environment like home or a solitary activity.,0,1,"While the accelerometer and light sensors indicate a lack of movement and stable environment, the PPG sensor's detection of increased heart rate variability suggests heightened parasympathetic activity, which is commonly associated with social interactions. This cross-modal evidence supports the presence of a social interaction.",1
PA03,1,0,The low variability and minimal movement in the high-frequency power fractions suggest that the wearer was not engaged in active social interaction.,1,"The high peak rate and moderate heart rate variability suggest increased physiological arousal, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the accelerometer indicates minimal movement, both the PPG and Light agents detected signs of increased physiological arousal and dynamic lighting conditions, which are consistent with a social interaction.",1
PA03,0,0,The low zero-crossing rates and the spectral centroid on the y-axis indicating higher frequencies suggest isolated hand movements rather than social interaction.,1,"The high peak rate and moderate heart rate variability suggest increased physiological arousal, which is often associated with social interactions.",1,The consistent light levels and frequent light changes suggest an environment with dynamic lighting typical of social settings.,1,1,"While the accelerometer data suggests isolated movements, the PPG and light agent data indicate increased physiological arousal and dynamic lighting, both strongly suggesting a social interaction.",1
PA03,1,1,"The high spectral entropy and zero-crossing rates, along with the large amplitude on the y-axis, suggest gesturing or other interactive movements.",1,"The low PPG zero-crossing rate and high heart rate suggest increased sympathetic activity, which is often observed during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gesturing movements detected by the accelerometer, increased physiological arousal indicated by the PPG, and dynamic lighting changes observed by the light sensor strongly supports the presence of a social interaction.",1
PA03,1,0,"The high spectral centroids and low zero-crossing rates suggest steady, non-gestural movements, indicative of activities like typing or holding the wrist still rather than social interaction.",0,"The low pNN50 and high peak rate suggest increased heart rate variability and more pronounced pulsations, which are often associated with less active states.",0,"The low standard deviation and high kurtosis suggest a very consistent and possibly artificial light source, typical in indoor settings with fewer light changes, indicating a solitary activity.",0,0,"The consistent lack of gestural activity, increased heart rate variability, and stable lighting conditions across all modalities strongly suggest that the recorded period was not characterized by a social interaction.",0
PA03,0,0,"The low high-frequency power fractions and the presence of strong, consistent movements suggest general activity rather than specific social interaction gestures.",1,"The high peak rate and low zero-crossing rate suggest increased heart rate variability, which is often associated with social interactions.",1,The consistent high brightness with minor changes suggests an indoor social setting like a meeting room.,1,1,"While the accelerometer indicates general activity, both the PPG and light sensors provide evidence of heightened physiological and environmental conditions typically associated with social interactions.",1
PA03,0,1,"The high spectral centroids and zero-crossing rates suggest rapid, frequent movements consistent with social interactions.",0,"The low pNN50 value and high peak rate suggest increased heart rate variability and more pronounced pulsations, which are often associated with less active states.",0,"The low standard deviation and significant light changes suggest a stable environment with minimal variability, typical of solitary activities rather than social interactions.",0,0,"While the accelerometer data suggests potential movement, the PPG and light data indicate a stable, less active environment, which is inconsistent with a social interaction.",0
PA03,1,0,"The low variability in magnitude and high spectral entropy suggest minimal movement, indicative of a stationary state rather than active social interaction.",1,"The high peak rate and relatively low pNN50 suggest increased sympathetic activity, which is often associated with social interactions.",0,"The low mean log-transformed light level suggests a very dim environment, which is less likely to be a social interaction setting.",0,0,"While the PPG agent detected signs of increased sympathetic activity, the low variability in acceleration and the dim lighting from the light sensor indicate a stationary and quiet environment, suggesting no active social interaction.",0
PA03,0,0,The low high-frequency power fractions and the presence of significant movement suggest general activity rather than a social interaction.,1,"The high peak rate and relatively low zero-crossing rate suggest increased heart rate variability, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the accelerometer indicates general activity, both the PPG and light sensors provide evidence of increased physiological arousal and dynamic environmental changes, which are indicative of a social interaction.",1
PA04,0,1,The high low-frequency power fractions and significant zero-crossing rates suggest gesturing or other interactive movements.,1,"The high peak rate and increased zero-crossing rate suggest heightened physiological activity, which is often associated with social interactions.",0,"The high mean log-transformed light level and low standard deviation suggest a very consistent, bright environment typical of outdoor daylight rather than indoor social settings.",1,1,"While the light agent suggests an outdoor setting, the accelerometer and PPG agents indicate gesturing and heightened physiological activity, which are strong indicators of social interaction.",1
PA04,1,0,"The low high-frequency power fractions and high spectral centroids suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,"The consistent and relatively high light levels with multiple significant changes suggest an environment like a well-lit indoor space, typical for social interactions.",1,1,"While the accelerometer data suggests steady movements, the PPG and Light agent's findings of significant heart rate variability and consistent light changes point towards a dynamic social environment, overriding the initial interpretation.",1
PA04,0,1,The high low-frequency power fractions and significant spectral entropy suggest complex wrist movements indicative of social interaction.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,"The high mean log-transformed light level and numerous significant light changes suggest an environment with consistent but varying brightness, typical of social settings like meetings or restaurants.",1,1,"The combination of complex wrist movements, significant heart rate variability, and a consistently bright environment with varying light levels strongly suggests the presence of a social interaction.",1
PA04,0,1,The high spectral centroids and low standard deviation suggest gestural movements typical during social interactions.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,"The high mean log-transformed light level and numerous significant light changes suggest an environment with consistent but varying brightness, typical of social settings like meetings or restaurants.",1,1,"The combination of gestural movements, heightened heart rate variability, and consistent environmental brightness strongly suggests the presence of a social interaction.",1
PA04,1,0,"The low high-frequency power fractions and high spectral centroids suggest steady, low-intensity movements rather than the dynamic gestures typical of social interactions.",0,"The high pNN50 and pNN20 values suggest a high degree of heart rate variability, which is often associated with lower levels of physical activity or rest, rather than social interaction.",1,The high mean log-transformed light level and low standard deviation suggest a consistent indoor environment typical of social interactions.,0,0,"While the light agent detected a consistent indoor environment, the accelerometer and PPG agents' findings of low-intensity movements and high heart rate variability suggest the individual was likely at rest or engaged in light activities, not in a dynamic social interaction.",0
PA04,1,1,The high low-frequency power fractions and significant zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,"The high mean log-transformed light level and low standard deviation suggest a consistent, possibly artificial light environment typical of indoor settings but with minimal light changes, which is more indicative of solitary activity.",1,1,"While the light agent suggests a stable indoor setting, the accelerometer and PPG agents' findings of gesturing and heightened arousal strongly indicate a social interaction, overriding the consistent lighting condition.",1
PA04,0,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,0,"The low signal quality and high pNN20 suggest increased sympathetic activity without significant parasympathetic modulation, which is less indicative of a social interaction.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"While the PPG agent noted signs of increased sympathetic activity, both the Accelerometer agent's detection of characteristic wrist movements and the Light agent's observation of dynamic lighting environments strongly support the presence of a social interaction.",1
PA04,0,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",0,"The high mean log-transformed light level and low standard deviation suggest a consistent, bright environment typical of outdoor daylight, which is less likely to be a social interaction setting.",1,1,"While the light agent suggests an outdoor setting, the accelerometer and PPG agents' findings of characteristic wrist movements and increased heart rate variability strongly indicate a social interaction, overriding the environmental context.",1
PA04,0,0,"The low high-frequency power fractions and high spectral entropy suggest steady, minimal movement rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,The consistent light levels and minimal changes suggest a stable environment like home or a solitary activity.,0,1,"While the accelerometer and light sensors indicate minimal movement and a stable environment, the PPG sensor's high heart rate variability suggests heightened arousal, which is more indicative of a social interaction.",1
PA04,1,1,The high low-frequency power fractions and the presence of significant spectral entropy suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,"The light levels are constant with no changes, suggesting a solitary environment.",1,1,"While the light agent indicates a constant environment, the accelerometer and PPG agents provide strong evidence of gestural movements and heightened arousal, which are consistent with a social interaction.",1
PA04,0,0,"The low high-frequency power fractions and the presence of significant zero-crossing rates suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,"The high mean log-transformed light level and low standard deviation suggest a consistent, bright environment typical of outdoor daylight rather than indoor social settings.",0,1,"While the accelerometer and light agents suggest no interaction due to steady movements and bright lighting, the PPG agent's high heart rate variability indicates heightened arousal, which is more indicative of a social interaction. The inconsistency in the other two modalities supports the conclusion that a social interaction likely occurred.",1
PA04,0,1,The high low-frequency power fractions and significant spectral entropy suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gestural movements, increased heart rate variability, and a dynamic lighting environment strongly supports the occurrence of a social interaction.",1
PA04,0,0,"The low high-frequency power fractions and high low-frequency power fractions suggest steady, low-intensity movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting increased parasympathetic activity often associated with social interactions.",0,The consistent light levels suggest a stable environment like home or a solitary activity.,0,1,"While the accelerometer and light data suggest steady, low-intensity movements and a stable environment, the PPG data indicates significant heart rate variability, which is strongly associated with social interactions. This cross-modal evidence supports the presence of an interaction.",1
PA04,1,0,"The low high-frequency power fractions and the presence of significant zero-crossing rates suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the accelerometer data indicates steady, rhythmic movements, the PPG and Light agents' findings of increased heart rate variability and dynamic lighting conditions strongly suggest a social interaction is taking place.",1
PA04,0,1,The high low-frequency power fractions and significant spectral entropy suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",0,The light variability and number of significant changes suggest a more dynamic but not highly interactive environment.,1,1,"While the light agent suggests a dynamic environment, the accelerometer and PPG agents' findings of gestural movements and increased heart rate variability strongly indicate a social interaction.",1
PA04,0,1,The high low-frequency power fractions and significant spectral entropy suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",0,"The high mean log-transformed light level suggests bright, consistent lighting typical of outdoor settings or very well-lit indoor environments, which are less likely to be associated with social interactions.",1,1,"While the light agent indicates bright lighting, the accelerometer and PPG agents' findings of gestural movements and increased heart rate variability strongly suggest a social interaction, overriding the environmental context.",1
PA04,1,1,The high low-frequency power fractions and significant spectral entropy suggest complex wrist movements indicative of social interaction.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,"The high mean log-transformed light level and numerous significant light changes suggest an environment with consistent but varying brightness, typical of social settings like meetings or restaurants.",1,1,"The combination of complex wrist movements, heightened heart rate variability, and consistent environmental brightness strongly suggests the presence of a social interaction.",1
PA04,1,1,The high low-frequency power fractions and zero-crossing rates suggest gestural movements typical of social interactions.,0,"The extremely high pNN50 and pNN20 values suggest very low heart rate variability, which is not typical during social interactions.",1,The consistent and relatively stable light levels with moderate variability suggest an indoor social setting.,1,0,"While the accelerometer and light agents indicate potential social interaction through gestural movements and an indoor setting, the PPG agent's high pNN50 and pNN20 values strongly suggest low heart rate variability, which is inconsistent with social interaction.",0
PA04,1,0,"The low high-frequency power fractions and the presence of significant low-frequency components suggest steady, non-gestural movements, indicative of no social interaction.",0,The low signal quality and high HRV metrics suggest a state of rest or relaxation rather than active social interaction.,0,The light variability and number of significant changes suggest a more dynamic but not highly interactive environment.,0,0,"The consistent lack of high-frequency activity in the accelerometer, the signs of rest or relaxation indicated by the PPG, and the moderately dynamic but not highly interactive environment suggested by the light sensor all point towards no social interaction.",0
PA04,0,0,"The low high-frequency power fractions and the presence of consistent, low-amplitude movements suggest routine activities rather than social interaction.",0,"The low zero-crossing rate suggests reduced cardiac activity, which is less indicative of a social interaction.",0,"The low number of significant light changes suggests a stable, likely indoor environment with minimal movement, typical of solitary activities.",0,0,"All three sensors (accelerometer, PPG, and light) indicate routine, low-activity behaviors that are more consistent with solitary activities than a social interaction.",0
PA04,0,0,"The low high-frequency power fractions and high spectral entropy suggest steady, minimal movement rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",0,"The light levels are constant with no changes, suggesting a solitary environment.",0,1,"While the accelerometer and light sensors suggest minimal movement and a steady environment, the PPG sensor's high heart rate variability indicates increased parasympathetic activity, which is commonly associated with social interactions. This cross-modal evidence supports the presence of an interaction.",1
PA04,1,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",0,"The high mean log-transformed light level and low number of significant light changes suggest a consistent, possibly outdoor environment.",1,1,"While the light agent suggests a consistent environment, the accelerometer and PPG agents' findings of characteristic wrist movements and increased heart rate variability strongly suggest a social interaction.",1
PA04,0,0,"The low high-frequency power fractions and relatively consistent low-frequency power fractions suggest steady, non-gestural movements.",0,"The high pNN20 and moderate pNN50 suggest a more stable heart rate with less variability, which is less indicative of a social interaction.",1,The high mean log-transformed light level and low standard deviation suggest a consistent indoor environment typical of social interactions.,0,0,"While the light agent detected a consistent indoor environment, the accelerometer and PPG agents' findings of steady, non-gestural movements and a more stable heart rate with less variability suggest that the recorded activity was not indicative of a social interaction.",0
PA04,1,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting a state of heightened autonomic nervous system activity often associated with social interactions.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of wrist movements, heightened heart rate variability, and a dynamic lighting environment strongly suggests the presence of a social interaction.",1
PA04,1,1,The high low-frequency power fractions and significant zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gesturing movements, heightened heart rate variability, and a dynamic lighting environment strongly suggests the occurrence of a social interaction.",1
PA04,0,0,The low high-frequency power fractions and minimal movement suggest a static or minimal activity scenario rather than a dynamic social interaction.,0,"The high signal quality and significant heart rate variability suggest calm, focused activity rather than a social interaction.",0,"The consistent light levels and fewer significant changes suggest a stable environment like home or work, not typically associated with social interactions.",0,0,"The consistent lack of movement, calm heart rate, and stable lighting across all modalities strongly suggests a static or focused activity rather than a social interaction.",0
PA04,0,1,The high low-frequency power fractions and characteristic zero-crossing rates suggest gesturing or other interactive movements.,0,"The high pNN50 and pNN20 values suggest a high degree of heart rate variability, which is often associated with resting conditions rather than active social interactions.",0,"The light levels are constant with no changes, suggesting a solitary environment.",0,0,"While the accelerometer data suggests potential movement, the PPG and light sensor data indicate a lack of significant activity and a static environment, which are inconsistent with an active social interaction.",0
PA04,0,1,The high low-frequency power fractions and zero-crossing rates suggest gestural movements typical during social interactions.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",1,The low standard deviation and high number of significant light changes suggest a well-lit indoor environment with dynamic lighting conditions typical of social interactions.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly suggests the presence of a social interaction.",1
PA04,1,0,"The low high-frequency power fractions and the presence of significant zero-crossing rates suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"While the accelerometer data indicates steady, rhythmic movements, both the PPG and Light agents' findings of high heart rate variability and dynamic lighting environments strongly suggest engagement in a social interaction.",1
PA04,0,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",0,The consistent and stable light levels suggest a solitary activity rather than a social interaction.,1,1,"While the light sensor suggests no interaction, the accelerometer and PPG data show clear signs of social activity, indicating a likely social interaction despite the stable lighting conditions.",1
PA04,1,1,The high low-frequency power fractions and zero-crossing rates suggest gestural movements typical during social interactions.,0,"The high pNN20 value suggests a higher degree of variability, which is more consistent with resting conditions rather than an active social interaction.",0,"The light levels are constant with no changes, suggesting a solitary environment.",0,0,"While the accelerometer data indicates potential gestural movements, the PPG and light sensor data suggest a more static and solitary environment, aligning more closely with the ""no_interaction"" prediction.",0
PA04,1,1,The high low-frequency power fractions and large z-axis range suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"The combination of gesturing movements detected by the accelerometer, increased heart rate variability indicating emotional engagement from the PPG, and a dynamic lighting environment observed by the light sensor strongly supports the presence of a social interaction.",1
PA04,0,0,"The low high-frequency power fractions and the presence of consistent, moderate movement suggest general activity rather than a social interaction.",0,"The low zero-crossing rate and lower peak rate suggest a more stable and less dynamic physiological state, indicative of no social interaction.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,0,1,"While the accelerometer and PPG data indicate general activity and a stable physiological state, the light agent's detection of frequent light changes is consistent with dynamic lighting conditions often found in social interactions.",1
PA04,1,0,"The low high-frequency power fractions and the presence of significant zero-crossing rates suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN20 value suggests increased heart rate variability, which is often associated with social interactions.",1,The high mean log-transformed light level and low standard deviation suggest a consistent indoor environment typical of social interactions.,1,1,"While the accelerometer indicates steady, rhythmic movements, both the PPG and Light agents provide evidence of increased physiological arousal and a consistent indoor setting, which are more indicative of a social interaction.",1
PA04,1,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,0,"The high pNN50 and pNN20 values suggest very low heart rate variability, which is less typical during social interactions.",1,The high number of significant light changes suggests a dynamic lighting environment typical of social interactions.,1,1,"While the PPG agent noted low heart rate variability, the accelerometer's wrist movements and the light agent's detection of dynamic lighting environments strongly suggest a social interaction, outweighing the PPG agent's specific indicator.",1
PA04,0,1,The high low-frequency power fractions and significant zero-crossing rates suggest gesturing or other interactive movements.,0,"The low zero-crossing rate suggests a more stable and less fluctuating signal, which is less indicative of a social interaction.",1,"The high mean log-transformed light level and numerous significant light changes suggest an environment with consistent but varying brightness, typical of social settings like meetings or restaurants.",1,1,"While the PPG agent indicates stability, the accelerometer and light agent's findings of gesturing and varying light levels strongly suggest a dynamic social setting, supporting the presence of an interaction.",1
PA04,0,1,"The high spectral entropy and low-frequency power fractions suggest significant movement, which is indicative of social interaction.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",1,The high number of significant light changes and the distribution kurtosis suggest a dynamic lighting environment typical of social interactions.,1,1,"The combination of significant movement, increased heart rate variability, and a dynamic lighting environment strongly suggests the presence of a social interaction.",1
PA04,1,0,"The low high-frequency power fractions and the presence of a dominant frequency suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",0,"The high pNN20 value suggests a high degree of regularity in heart rate, which is less indicative of a social interaction.",1,"The high mean log-transformed light level and low standard deviation suggest a consistent, bright environment typical of indoor social settings.",0,1,"While the accelerometer and PPG data suggest steady, rhythmic movements and regular heart rate, the light agent's data indicates a consistent, bright indoor setting typical of social interactions.",1
PA04,0,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,0,"The low zero-crossing rate suggests reduced cardiac variability, which is less indicative of active social interaction.",0,The high kurtosis and relatively low standard deviation suggest a more controlled and consistent lighting environment typical of indoor settings but not necessarily indicative of social interaction.,0,1,"While the PPG and Light agents suggest no interaction due to reduced cardiac variability and controlled lighting, the Accelerometer agent's detection of high low-frequency power fractions and characteristic wrist movements strongly indicates social interaction, which is likely to cause such movements. Given the inconsistency with the other two modalities, we should consider the more specific and detailed movements as a stronger indicator.",1
PA04,1,1,The high low-frequency power fractions and significant zero-crossing rates suggest gesturing or other interactive movements.,0,"The high pNN20 value suggests a higher sympathetic activity, which is less indicative of a social interaction.",0,The consistent light levels suggest a stable environment like home or a solitary activity.,0,0,"While the accelerometer indicates potential movement, the PPG and light sensor data suggest a stable, less interactive environment, aligning more with no interaction.",0
PA04,1,0,"The low high-frequency power fractions and high zero-crossing rates suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",0,"The high pNN20 and pNN50 values suggest a more stable heart rate, which is less indicative of a social interaction.",1,The high mean log-transformed light level and low standard deviation suggest a consistent indoor environment typical of social interactions.,0,0,"While the light agent detected a consistent indoor environment, the accelerometer and PPG agents' findings of steady, rhythmic movements and a stable heart rate do not support the presence of dynamic social interactions.",0
PA04,1,1,The high low-frequency power fractions and characteristic wrist movements suggest social interaction.,0,"The low zero-crossing rate and peak rate suggest a more stable and less dynamic physiological state, which is less indicative of a social interaction.",1,The high mean log-transformed light level and low standard deviation suggest a consistent indoor environment typical of social interactions.,1,1,"While the PPG agent indicates a less dynamic state, the accelerometer and light agent's findings of characteristic wrist movements and a consistent indoor environment strongly suggest a social interaction.",1
PA04,1,0,"The low high-frequency power fractions and the presence of significant low-frequency components suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",0,"The high pNN20 and moderate pNN50 suggest increased heart rate variability, which is often associated with relaxed states rather than active social interactions.",0,"The low mean log-transformed light level and high kurtosis suggest an outdoor environment with less variability, which is less indicative of a social interaction setting.",0,0,"The consistent lack of dynamic gestures, increased heart rate variability, and indication of an outdoor setting across all sensor modalities strongly suggests no social interaction took place.",0
PA04,1,0,"The low high-frequency power fractions and high spectral entropy suggest steady, minimal movement rather than the dynamic gestures typical of social interactions.",1,"The high pNN20 and pNN50 values indicate increased heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the accelerometer indicates minimal movement, both the PPG and Light agents detected signs of heightened arousal and dynamic lighting conditions, which are strongly indicative of a social interaction.",1
PA04,0,0,"The low high-frequency power fractions and the presence of significant low-frequency components suggest steady, rhythmic movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting increased parasympathetic activity often seen during social interactions.",1,The high mean log-transformed light level and low standard deviation suggest a consistent indoor environment typical of social interactions.,1,1,"While the accelerometer data suggests steady movements, the PPG and Light agent's findings of increased heart rate variability and consistent indoor lighting strongly indicate a social interaction.",1
PA04,0,0,The low high-frequency power fractions and minimal movement suggest the wearer was not engaged in a social interaction.,0,"The high pNN20 value suggests a high degree of variability, which is more consistent with relaxed states rather than active social interactions.",0,"The low number of significant light changes suggests a stable, likely indoor environment with minimal movement, typical of solitary activities.",0,0,"All three sensors (accelerometer, PPG, and light) indicate a lack of significant movement, variability, and environmental changes, suggesting the wearer was likely in a stable, relaxed state without engaging in a social interaction.",0
PA04,1,1,The high low-frequency power fractions and significant zero-crossing rates suggest gesturing or other interactive movements.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,"The light levels are constant with no changes, suggesting a solitary environment.",1,1,"While the light agent indicates no change in lighting, suggesting a consistent environment, both the accelerometer and PPG agents provide evidence of movement and heightened arousal, which strongly suggests a social interaction.",1
PA04,1,1,The high low-frequency power fractions and significant spectral entropy suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate significant heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,"The low mean log-transformed light level suggests outdoor or dim indoor lighting, which is less common for social interactions.",1,1,"While the light agent indicates low light levels, the accelerometer and PPG agents' findings of gestural movements and heightened heart rate variability strongly suggest a social interaction, overriding the environmental context.",1
PA04,0,0,"The low high-frequency power fractions and the presence of significant low-frequency components suggest steady, non-varying movements rather than the dynamic gestures typical of social interactions.",1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",0,The consistent light levels suggest a stable environment like home or a solitary activity.,0,1,"While the accelerometer and light sensors indicate steady, non-varying movements and a stable environment, the PPG sensor's high heart rate variability suggests heightened arousal or engagement, which is more indicative of a social interaction.",1
PA04,1,1,The high low-frequency power fractions and zero-crossing rates suggest gestural movements typical of social interactions.,1,"The high pNN50 and pNN20 values indicate strong heart rate variability, suggesting a state of heightened arousal or engagement, which is often associated with social interactions.",1,"The high mean log-transformed light level and low standard deviation suggest a consistent, bright environment typical of indoor social settings.",1,1,"The combination of gestural movements, heightened heart rate variability, and a consistent bright indoor environment strongly suggests the occurrence of a social interaction.",1
PA05,1,1,The high low-frequency power fractions and significant spectral entropy suggest complex wrist movements typical of social interactions.,1,"The low zero-crossing rate and higher peak rate suggest increased cardiac activity, which is often associated with social interactions.",1,"The variability and number of significant light changes suggest an environment with dynamic lighting, typical in social settings.",1,1,"The combination of complex wrist movements, increased cardiac activity, and dynamic lighting strongly suggests the presence of a social interaction.",1
PA05,0,1,The high spectral centroid values and low-frequency power fractions suggest gestural movements typical during social interactions.,1,"The high pNN50 and pNN20 values suggest increased heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of gestural movements, increased heart rate variability, and dynamic lighting conditions strongly indicates the presence of a social interaction.",1
PA05,0,1,The high spectral centroids and zero-crossing rates suggest active wrist movements consistent with social interactions.,1,"The increased peak rate suggests heightened physiological arousal, which is often associated with social interactions.",0,"The absence of light changes and consistent low light levels suggest a static environment, likely not a social interaction setting.",1,1,"While the light agent indicates no environmental changes, the accelerometer and PPG agents' findings of active wrist movements and heightened physiological arousal strongly suggest a social interaction.",1
PA05,1,1,The high low-frequency power fractions and significant z-axis range suggest gesturing or other interactive movements.,0,"The low zero-crossing rate suggests a more stable and less fluctuating signal, indicative of a state with reduced autonomic nervous system activity change typically seen during social interactions.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"While the PPG agent indicates a stable state, the accelerometer and light agent's findings of gesturing and dynamic lighting conditions strongly suggest an interactive scenario.",1
PA05,0,1,The high spectral centroid values and significant zero-crossing rates suggest gesturing or other dynamic wrist movements typical of social interactions.,1,"The high pNN50 and pNN20 values suggest increased heart rate variability, which is often associated with social interactions that engage the parasympathetic nervous system.",1,The high number of significant light changes suggests dynamic lighting conditions typical of social settings.,1,1,"The combination of dynamic wrist movements, increased heart rate variability, and changing lighting conditions strongly indicates the presence of a social interaction.",1
